차명,변속기,인승,기통,마력,최대토크,연료,주행거리,상담
미니 쿠퍼 S JCW GP 인스파이어드 에디션,자동,4인승,4기통,231마력,32.6kgm,가솔린,7천km,
미니 쿠퍼 컨버터블 S 2.0 JCW,자동,4인승,4기통,231마력,32.6kgm,가솔린,3만km,"3,990"
벤츠 G63 AMG,자동,5인승,8기통,585마력,86.7kgm,가솔린,2만km,"23,000"
미니 쿠퍼 S JCW 딜레이니 에디션,자동,4인승,4기통,231마력,32.6kgm,디젤,8천km,"4,299"
포르쉐 파나메라 3.0 4,자동,4인승,6기통,330마력,45.9kgm,가솔린,2만km,
포르쉐 파나메라 4.0 GTS,자동,4인승,8기통,460마력,63.2kgm,가솔린,1만km,0
재규어 XJ6 3.0,자동,5인승,6기통,240마력,30.6kgm,가솔린,14만km,"1,250"
페라리 FF 6.2 V12,자동,4인승,12기통,660마력,70kgm,가솔린,2만km,
포르쉐 카이엔 4.8 터보S,자동,5인승,8기통,570마력,81.6kgm,가솔린,5만km,
벤츠 S63L AMG 4매틱,자동,5인승,8기통,585마력,91.8kgm,가솔린,7만km,
랜드로버 뉴 레인지로버 스포츠 3.0 SDV6 HSE 다이나믹,자동,5인승,6기통,306마력,71.4kgm,디젤,7만km,
BMW X6 30d xDrive M 스포츠,자동,5인승,,,,디젤,40km,0
BMW X6 30d xDrive M 스포츠,자동,5인승,,,,디젤,25km,0
쉐보레 익스프레스밴 6.0 11인승,자동,,,,,가솔린,8만ml,"1,190"
도요타 툰드라 4.7 V8 4WD,자동,,,,,가솔린,32만km,"1,150"
BMW 740Li xDrive M 스포츠,자동,5인승,6기통,340마력,45.9kgm,가솔린,30km,0
BMW X6 40i xDrive M 스포츠,자동,5인승,6기통,340마력,45.9kgm,가솔린,6천km,"1,800"
BMW X6 30d xDrive M 스포츠,자동,5인승,,,,디젤,10km,0
BMW X6 30d xDrive M 스포츠,자동,5인승,,,,디젤,14km,0
벤츠 GLB250 4매틱,자동,5인승,4기통,224마력,35.7kgm,가솔린,70km,0
벤츠 SLS AMG 쿠페 카본 패키지,자동,2인승,8기통,571마력,66.3kgm,가솔린,1만km,
아우디 A6 40 TDI 프리미엄,자동,5인승,4기통,204마력,40.8kgm,디젤,1만km,0
벤츠 CLS 450 4매틱 AMG 라인,자동,5인승,6기통,367마력,51kgm,가솔린,1천km,"3,000"
허머 H2 6.0,자동,5인승,,,,가솔린,11만km,
렉서스 UX 250h AWD ,자동,5인승,4기통,177마력,,가솔린+전기,2만km,"4,090"
포드 익스페디션 맥스 3.5 에코부스트 리미티드,자동,,,,,가솔린,4만km,"7,300"
포드 F150 3.5 랩터,자동,5인승,,,,가솔린,4만km,
렉서스 RX 350 프리미엄,자동,5인승,6기통,277마력,35.3kgm,가솔린,4만km,"1,990"
아우디 A5 35 TDI 콰트로 스포트백 다이나믹,자동,5인승,4기통,190마력,40.8kgm,디젤,5만km,
닷지 램 픽업 5.7L,자동,,,,,가솔린,5만ml,"4,990"
BMW X4 M 3.0,자동,5인승,6기통,480마력,61.2kgm,가솔린,2만km,
BMW X6 40i xDrive M 스포츠,자동,5인승,6기통,340마력,45.9kgm,가솔린,8천km,
재규어 F타입 5.0 SC 컨버터블 V8 S,자동,2인승,8기통,495마력,63.8kgm,가솔린,3만km,
포르쉐 파나메라 4.8 GTS,자동,4인승,8기통,440마력,53kgm,가솔린,4만km,
랜드로버 뉴 레인지로버 4.4 SDV8 보그 SE,자동,5인승,8기통,339마력,75.5kgm,디젤,4만km,"7,990"
BMW 740Li xDrive 디자인 퓨어 엑설런스,자동,5인승,6기통,340마력,45.9kgm,가솔린,2만km,
스즈키 짐니 1.3 4WD 시에라,수동,4인승,,,,가솔린,1천km,"2,900"
BMW M550d xDrive,자동,5인승,6기통,400마력,77.5kgm,디젤,6만km,"6,350"
스즈키 짐니 1.3 4WD 시에라,자동,4인승,,,,가솔린,2만km,"3,300"
스즈키 트윈 0.66,자동,2인승,,,,가솔린,15만km,"1,000"
벤츠 C63 AMG,자동,5인승,8기통,476마력,66.3kgm,가솔린,6만km,"6,450"
벤츠 GL550 4매틱,자동,7인승,,,,가솔린,15만km,"4,800"
폭스바겐 페이톤 V6 3.0 TDI,자동,5인승,6기통,233마력,45.9kgm,디젤,12만km,"1,300"
랜드로버 뉴 레인지로버 5.0 V8 SC SV오토바이오그래피 LWB,자동,4인승,8기통,550마력,69.4kgm,가솔린,8만km,"12,000"
랜드로버 뉴 레인지로버 5.0 V8 SC SV오토바이오그래피 LWB,자동,4인승,8기통,550마력,69.4kgm,가솔린,7만km,"12,500"
BMW 535d M스포츠,자동,5인승,6기통,313마력,64.3kgm,디젤,26만km,"1,550"
아우디 A4 2.0 TFSI,자동,5인승,4기통,180마력,32.6kgm,가솔린,12만km,790
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,1만km,"12,600"
람보르기니 우라칸 LP640-4 퍼포만테 스파이더,자동,2인승,,,,가솔린,7천km,
﻿벤츠 S63L AMG 4매틱 플러스,자동,5인승,8기통,612마력,91.8kgm,가솔린,6만km,
포르쉐 카이엔 3.0 디젤,자동,5인승,6기통,262마력,59.2kgm,디젤,5만km,
벤츠 S63L AMG 4매틱,자동,5인승,8기통,585마력,91.8kgm,가솔린,6만km,
포드 F150 6.2 랩터,자동,,,,,가솔린,7만km,
벤츠 S500L 4매틱,자동,,,,,가솔린,117km,
포르쉐 마칸 3.0 GTS,자동,5인승,6기통,360마력,51kgm,가솔린,3만km,
람보르기니 우라칸 LP580-2 스파이더,자동,2인승,10기통,580마력,55.1kgm,가솔린,3만km,
벤츠 GLE 350d 4매틱 쿠페,자동,5인승,6기통,258마력,63.2kgm,디젤,6만km,"5,780"
벤츠 GLE 350d 4매틱,자동,5인승,6기통,258마력,63.2kgm,디젤,8만km,"5,050"
벤츠 A200,자동,5인승,4기통,156마력,25.5kgm,가솔린,1만km,"2,550"
벤츠 AMG GT 4도어 63 S 4매틱 플러스,자동,4인승,8기통,639마력,91.8kgm,가솔린,2만km,
페라리 488 GTB,자동,2인승,8기통,670마력,77.5kgm,가솔린,1만km,
마이바흐 62 5.5 V12,자동,4인승,12기통,550마력,91.8kgm,가솔린,6만km,
BMW 740Li xDrive M 스포츠,자동,5인승,6기통,326마력,45.9kgm,가솔린,5만km,
벤틀리 벤테이가 6.0 W12,자동,,,,,가솔린,2만km,
쉐보레 익스프레스밴 6.0,자동,,,,,가솔린,1만ml,"5,880"
벤츠 S63 AMG 4매틱 쿠페,자동,4인승,8기통,585마력,91.8kgm,가솔린,9만km,"8,150"
벤츠 S500L,자동,5인승,8기통,306마력,46.9kgm,가솔린,20만km,
렉서스 LS 460,자동,5인승,8기통,380마력,51.2kgm,가솔린,24만km,"1,090"
렉서스 LS 460,자동,5인승,8기통,380마력,51.2kgm,가솔린,17만km,"1,290"
아우디 A7 3.0 TDI 콰트로 프레스티지,자동,4인승,6기통,245마력,51kgm,디젤,16만km,"3,290"
쉐보레 익스프레스밴 6.0 9인승 롱 밴,자동,,,,,가솔린,2만ml,
도요타 시에나 3.5 4WD,자동,7인승,6기통,301마력,36.4kgm,가솔린,8만km,
포드 포레스트리버 캠핑카,자동,,,,,가솔린,2만km,
쉐보레 익스프레스밴 6.0 9인승 로우밴,자동,,,,,가솔린,2만km,
람보르기니 우라칸 LP640-4 에보 스파이더,자동,2인승,,,,가솔린,6천km,
포르쉐 911 타르가 4,자동,4인승,6기통,370마력,45.9kgm,가솔린,3만km,
벤틀리 뉴 컨티넨탈 플라잉스퍼 6.0 W12 퍼스트 에디션,자동,5인승,,,,가솔린,3천km,
포르쉐 뉴 911 카레라 S 카브리올레,자동,4인승,6기통,450마력,54.1kgm,가솔린,8천km,
벤츠 E300 아방가르드,자동,5인승,4기통,245마력,37.7kgm,가솔린,2만km,
벤틀리 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,507마력,67.3kgm,가솔린,4만km,
페라리 F8 트리뷰토 3.9 V8,자동,2인승,8기통,720마력,78.5kgm,가솔린,1만km,
쉐보레 스텝밴 6.0,자동,,,,,가솔린,5만km,
벤츠 G350 블루텍,자동,5인승,6기통,211마력,55.1kgm,디젤,12만km,
벤츠 매트리스 2.0,자동,,,,,가솔린,500km,
아우디 RS7 4.0 TFSI 콰트로,자동,4인승,8기통,560마력,71.4kgm,가솔린,4만km,
포르쉐 파나메라 3.0 4,자동,4인승,6기통,330마력,45.9kgm,가솔린,1만km,"14,300"
쉐보레 익스프레스밴 6.0,자동,,,,,가솔린,3만km,"6,900"
링컨 네비게이터 3.5 4WD 블랙 라벨 L,자동,9인승,,,,가솔린,3만km,"10,900"
벤츠 GLC 300e 4매틱 쿠페,자동,5인승,4기통,320마력,57.1kgm,가솔린+전기,4천km,
벤틀리 컨티넨탈 플라잉스퍼 4.0,자동,4인승,8기통,507마력,67.3kgm,가솔린,6만km,
벤츠 G63 AMG,자동,5인승,8기통,571마력,77.5kgm,가솔린,4만km,
벤츠 GLC 300e 4매틱 쿠페,자동,5인승,4기통,320마력,57.1kgm,가솔린+전기,7천km,
푸조 207 CC 컨버터블  ,자동,4인승,4기통,120마력,16.3kgm,가솔린,16만km,469
혼다 올 뉴 어코드 2.0 하이브리드 투어링,자동,5인승,4기통,215마력,,가솔린+전기,1만km,"3,450"
BMW 320d GT,자동,5인승,4기통,190마력,40.8kgm,디젤,6만km,"2,650"
BMW 320d,자동,5인승,4기통,190마력,40.8kgm,디젤,5만km,"2,400"
폭스바겐 아테온 2.0 TDI 엘레강스 프리미엄,자동,5인승,4기통,190마력,40.8kgm,디젤,5만km,"2,790"
인피니티 G37 세단 프리미엄,자동,5인승,6기통,330마력,36.8kgm,가솔린,9만km,"1,000"
지프 뉴 체로키 2.4 가솔린 론지튜드 하이 AWD,자동,5인승,4기통,177마력,23.5kgm,가솔린,3만km,"2,990"
캐딜락 CT6 3.6 AWD 플래티넘,자동,5인승,6기통,340마력,39.4kgm,가솔린,5만km,"3,490"
포드 익스플로러 2.3 에코부스트 리미티드,자동,7인승,4기통,274마력,41.5kgm,가솔린,3만km,"3,300"
렉서스 뉴 제너레이션 ES 300h 이그제큐티브,자동,5인승,4기통,218마력,22.4kgm,가솔린+전기,2만km,"4,250"
혼다 어코드 2.0 하이브리드 투어링,자동,5인승,4기통,215마력,,가솔린+전기,2만km,"2,650"
벤츠 S450L 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,9천km,"12,000"
폭스바겐 티구안 올스페이스 2.0 TDI,자동,5인승,4기통,150마력,34.7kgm,디젤,5만km,"2,800"
인피니티 Q30 2.0t 프리미엄 시티 블랙 패키지,자동,5인승,4기통,211마력,35.7kgm,가솔린,2만km,"2,000"
렉서스 뉴 ES 300h 슈프림,자동,5인승,4기통,203마력,,가솔린+전기,4만km,"4,000"
폭스바겐 골프 1.6 TDI 스타일 에디션,자동,5인승,4기통,105마력,25.5kgm,디젤,9만km,900
렉서스 IS 250 프리미엄,자동,5인승,6기통,207마력,25.5kgm,가솔린,5만km,850
미니 쿠퍼 컨트리맨 SD 2.0 ALL4,자동,5인승,4기통,190마력,40.8kgm,디젤,4만km,"2,800"
BMW M340i,자동,5인승,6기통,387마력,51kgm,가솔린,2천km,"7,000"
아우디 A8 3.0 TDI 콰트로,자동,5인승,6기통,250마력,56.1kgm,디젤,9만km,"3,550"
BMW 525d,자동,5인승,4기통,218마력,45.9kgm,디젤,30만km,"1,090"
아우디 Q5 2.0 TDI 콰트로,자동,5인승,4기통,170마력,35.7kgm,디젤,16만km,"1,000"
아우디 A6 50 TFSI 콰트로 스포츠,자동,5인승,6기통,333마력,44.9kgm,가솔린,6만km,"3,300"
BMW X2 xDrive 25i M 스포츠,자동,5인승,4기통,231마력,35.7kgm,가솔린,900km,"3,250"
지프 레니게이드 2.0 디젤 AWD 트레일호크,자동,5인승,4기통,170마력,35.7kgm,디젤,1만km,"2,500"
BMW 420d 그란쿠페 럭셔리,자동,5인승,4기통,190마력,40.8kgm,디젤,7만km,"2,850"
BMW 520d xDrive M 스포츠 플러스,자동,5인승,4기통,190마력,40.8kgm,디젤,3천km,"6,200"
﻿포르쉐 뉴 911 카레라,자동,4인승,6기통,385마력,45.9kgm,가솔린,6천km,
랜드로버 뉴 레인지로버 5.0 V8 SC 오토바이오그래피 LWB,자동,5인승,8기통,525마력,63.8kgm,가솔린,1만km,
벤틀리 뮬산 6.8,자동,5인승,8기통,512마력,104kgm,가솔린,4만km,계약
볼보 V90 크로스컨트리 2.0 D5 AWD,자동,5인승,4기통,235마력,49kgm,디젤,9만km,
벤틀리 컨티넨탈 플라잉스퍼 4.0,자동,5인승,8기통,507마력,67.3kgm,가솔린,4만km,계약
지프 올 뉴 랭글러 2.0 오버랜드 4도어 파워 탑,자동,5인승,4기통,272마력,40.8kgm,가솔린,408km,"6,190"
벤츠 EQC 400 4매틱,자동,5인승,,,,전기,5천km,"6,190"
벤츠 S350L d 4매틱,자동,5인승,6기통,258마력,63.2kgm,디젤,7만km,
BMW X5 xDrive 30d,자동,5인승,6기통,258마력,57.1kgm,디젤,7만km,
벤츠 마이바흐 S500L,자동,5인승,8기통,455마력,71.4kgm,가솔린,12만km,"7,500"
맥라렌 720S 쿠페,자동,2인승,8기통,720마력,71.4kgm,가솔린,3천km,
맥라렌 720S 쿠페,자동,2인승,8기통,720마력,71.4kgm,가솔린,6천km,
람보르기니 우라칸 LP640-4 퍼포만테,자동,2인승,,,,가솔린,5천km,
애스턴마틴 DB11 4.0 V8 볼란테,자동,4인승,8기통,510마력,68.9kgm,가솔린,2만km,
맥라렌 720S 쿠페,자동,2인승,8기통,720마력,71.4kgm,가솔린,2만km,
맥라렌 720S 스파이더,자동,2인승,8기통,720마력,71.4kgm,가솔린,2천km,
BMW 750Li xDrive,자동,5인승,8기통,449마력,66.3kgm,가솔린,10만km,
람보르기니 아벤타도르 LP740-4 S,자동,2인승,,,,가솔린,5천km,
아우디 R8 5.2 V10 플러스 쿠페,자동,2인승,10기통,610마력,57.1kgm,가솔린,1만km,
포르쉐 뉴 911 타르가 4S 헤리티지 디자인 에디션,자동,4인승,6기통,450마력,54.1kgm,가솔린,249km,
람보르기니 우루스 4.0 V8,자동,5인승,8기통,650마력,86.7kgm,가솔린,6천km,
벤츠 E  9세대  E300 엘레강스 ,자동,5인승,6기통,231마력,30.1kgm,가솔린,8만km,"1,300"
렉서스 RX 450h 이그제큐티브,자동,5인승,6기통,313마력,,가솔린+전기,4만km,
페라리 캘리포니아 T 3.9 V8,자동,4인승,8기통,560마력,77kgm,가솔린,1만km,
벤츠 AMG GT 로드스터,자동,2인승,,,,가솔린,6천km,
BMW 740Li xDrive,자동,5인승,6기통,326마력,45.9kgm,가솔린,3만km,
벤츠 S450L 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,1만km,
랜드로버 뉴 레인지로버 스포츠 3.0 SDV6 오토바이오그래피 다이나믹,자동,5인승,6기통,306마력,71.4kgm,디젤,5만km,
벤츠 E300 아방가르드,자동,5인승,4기통,245마력,37.7kgm,가솔린,5천km,
벤츠 C200 아방가르드,자동,5인승,4기통,184마력,30.6kgm,가솔린,4만km,
렉서스 RX 450h 이그제큐티브,자동,5인승,6기통,313마력,,가솔린+전기,5만km,
벤츠 G300L,자동,5인승,,,,가솔린,17만km,
랜드로버 뉴 레인지로버 스포츠 3.0 SDV6 HSE 다이나믹,자동,5인승,6기통,306마력,71.4kgm,디젤,8만km,
렉서스 RX 450h 이그제큐티브,자동,5인승,6기통,313마력,,가솔린+전기,3만km,
페라리 599 GTB,자동,2인승,12기통,620마력,62kgm,가솔린,3만km,
더밴 9인승 스프린터,자동,,,,,디젤,3천km,
BMW 840i xDrive 그란 쿠페 M 스포츠 퍼스트 에디션,자동,5인승,6기통,340마력,51kgm,가솔린,1만km,
벤츠 마이바흐 S500L 4매틱,자동,5인승,8기통,455마력,71.4kgm,가솔린,4만km,
벤츠 S350 d 4매틱,자동,5인승,6기통,258마력,63.2kgm,디젤,2만km,
볼보 뉴 XC90 T6 AWD 인스크립션,자동,7인승,4기통,320마력,40.8kgm,가솔린,4만km,
포드 익스플로러 2.3 에코부스트  리미티드 ,자동,7인승,4기통,274마력,41.5kgm,가솔린,3만km,"3,450"
테슬라 모델 S 90D,자동,5인승,,,,전기,5만km,
랜드로버 뉴 레인지로버 4.4 SDV8 오토바이오그래피,자동,5인승,8기통,339마력,71.4kgm,디젤,10만km,
미니 쿠페 S 1.6 JCW,자동,2인승,4기통,211마력,28.6kgm,가솔린,6만km,
포르쉐 뉴 911 카레라 4S,자동,4인승,6기통,450마력,54.1kgm,가솔린,6천km,
벤츠 S560L 4매틱,자동,5인승,8기통,469마력,71.4kgm,가솔린,6만km,
맥라렌 720S 쿠페,자동,2인승,8기통,720마력,71.4kgm,가솔린,5천km,
벤틀리 뉴 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,550마력,78.5kgm,가솔린,3천km,
캐딜락 XT5 3.6 4WD 플래티넘,자동,5인승,6기통,314마력,37.4kgm,가솔린,1천km,"5,000"
벤츠 CLS  2세대  CLS 63 AMG 4매틱 S ,자동,4인승,8기통,585마력,81.6kgm,가솔린,8만km,"6,700"
포르쉐 박스터 S 3.4,자동,2인승,6기통,310마력,36.7kgm,가솔린,6만km,"4,650"
벤츠 A45 AMG 4매틱 플러스 해치백,자동,5인승,4기통,387마력,49kgm,가솔린,800km,"6,590"
폭스바겐 티구안 2.0 TDI,자동,5인승,4기통,150마력,34.7kgm,디젤,2만km,"3,120"
페라리 SF90 스트라달레 4.0 PHEV,자동,2인승,8기통,1000마력,81.6kgm,가솔린,111km,
벤츠 S580L 4매틱,자동,5인승,,,,가솔린,17km,계약
벤틀리 벤테이가 4.0 V8,자동,5인승,8기통,550마력,78.5kgm,가솔린,2만km,
BMW X6 xDrive 30d,자동,5인승,6기통,258마력,57.1kgm,디젤,2만km,"6,000"
포르쉐 뉴 박스터 S 3.4,자동,2인승,6기통,315마력,36.7kgm,가솔린,17만km,
캐딜락 에스컬레이드 6.2 V8 AWD,자동,7인승,8기통,426마력,63.5kgm,가솔린,4만km,
벤츠 SL400,자동,2인승,6기통,367마력,51kgm,가솔린,1만km,"7,250"
페라리 GTC4 루쏘 6.3 V12,자동,4인승,12기통,690마력,71.1kgm,가솔린,1만km,
벤틀리 벤테이가 6.0 W12,자동,5인승,12기통,608마력,91.8kgm,가솔린,2만km,
포르쉐 뉴 911 카레라 4,자동,4인승,6기통,392마력,45.9kgm,가솔린,2천km,
포르쉐 파나메라 3.0 4,자동,4인승,6기통,330마력,45.9kgm,가솔린,5만km,
포르쉐 911 카레라 4S 카브리올레,자동,4인승,6기통,420마력,51kgm,가솔린,1만km,
포르쉐 718 카이맨 S 2.5,자동,2인승,4기통,350마력,42.8kgm,가솔린,1만km,
벤츠 E300 엘레강스,자동,5인승,6기통,252마력,34.7kgm,가솔린,5만km,
BMW 750Li xDrive,자동,5인승,8기통,449마력,66.3kgm,가솔린,6만km,
벤츠 E300 엘레강스,자동,5인승,6기통,231마력,30.1kgm,가솔린,9만km,
페라리 488 GTB 3.9 V8,자동,2인승,8기통,670마력,77.5kgm,가솔린,1만km,
﻿벤틀리 뉴 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,507마력,67.3kgm,가솔린,9만km,
BMW X6 M50d,자동,5인승,6기통,381마력,75.5kgm,디젤,27만km,
페라리 458 이탈리아,자동,2인승,8기통,570마력,54.1kgm,가솔린,4만km,
벤츠 S450L 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,3만km,
롤스로이스 고스트 시리즈2 V12 6.6 EWB,자동,4인승,12기통,571마력,79.6kgm,가솔린,6만km,
허머 H2 6.0,자동,5인승,,,,가솔린,10만km,
포르쉐 파나메라 4.0 터보,자동,4인승,8기통,550마력,78.5kgm,가솔린,6만km,
포르쉐 파나메라 4.8 S,자동,4인승,8기통,400마력,51kgm,가솔린,13만km,"3,100"
아우디 RS7 4.0 TFSI 콰트로,자동,4인승,8기통,560마력,71.4kgm,가솔린,10만km,
벤츠 S63L AMG 4매틱,자동,5인승,8기통,585마력,91.8kgm,가솔린,2만km,"9,890"
랜드로버 레인지로버 스포츠 3.0 TDV6 HSE,자동,5인승,6기통,245마력,61.2kgm,디젤,16만km,"1,740"
포르쉐 카이엔 3.0 디젤,자동,5인승,6기통,262마력,59.2kgm,디젤,5만km,"6,600"
BMW X3 xDrive 20d 하이,자동,5인승,4기통,184마력,38.8kgm,디젤,17만km,"1,700"
BMW X3 xDrive 20d 하이,자동,5인승,4기통,184마력,38.8kgm,디젤,9만km,"1,950"
벤츠 E220 d 익스클루시브,자동,5인승,4기통,194마력,40.8kgm,디젤,5만km,"4,970"
BMW 3 6세대 320d  스포츠 ,자동,5인승,4기통,184마력,38.8kgm,디젤,16만km,740
벤츠 S500L 4매틱,자동,5인승,8기통,455마력,71.4kgm,가솔린,12만km,
포르쉐 파나메라 3.6 4 4WD,자동,4인승,6기통,300마력,40.8kgm,가솔린,10만km,
BMW M3 쿠페,자동,4인승,8기통,420마력,40.8kgm,가솔린,11만km,
BMW X6 xDrive 30d,자동,5인승,6기통,245마력,55.1kgm,디젤,8만km,
BMW X6 xDrive 30d,자동,5인승,6기통,258마력,57.1kgm,디젤,4만km,
BMW 320d,자동,5인승,4기통,184마력,38.8kgm,디젤,11만km,
벤틀리 컨티넨탈 GT 4.0 V8,자동,4인승,8기통,507마력,67.3kgm,가솔린,5만km,
벤츠 E220 블루텍 아방가르드 스포츠,자동,5인승,4기통,170마력,40.8kgm,디젤,6만km,
BMW 520d 럭셔리 라인 플러스,자동,5인승,4기통,190마력,40.8kgm,디젤,3만km,
BMW M4 쿠페 컴페티션,자동,4인승,6기통,450마력,56.1kgm,가솔린,3만km,
포르쉐 파나메라 3.6 2WD,자동,4인승,6기통,310마력,40.8kgm,가솔린,4만km,
랜드로버 디스커버리 스포츠 2.0 TD4 HSE 럭셔리,자동,5인승,4기통,180마력,43.9kgm,디젤,4만km,
벤츠 S450L 4매틱,자동,5인승,6기통,367마력,51kgm,가솔린,1만km,
볼보 뉴 XC90 D5 AWD 인스크립션,자동,7인승,4기통,235마력,49kgm,디젤,4만km,
벤츠 GLE 63 S AMG 4매틱 쿠페,자동,5인승,8기통,585마력,77.5kgm,가솔린,1만km,
허머 H3 3.7,자동,5인승,,,,가솔린,9만km,
BMW 550i xDrive M 스포츠,자동,5인승,8기통,407마력,61.2kgm,가솔린,10만km,"2,290"
아우디 S6 4.0 TFSI 콰트로,자동,5인승,8기통,420마력,56.1kgm,가솔린,11만km,"2,790"
포르쉐 파나메라 4.8 터보,자동,4인승,8기통,500마력,71.4kgm,가솔린,6만km,"5,590"
벤츠 S400L 4매틱,자동,5인승,6기통,333마력,49kgm,가솔린,18만km,"5,299"
랜드로버 뉴 레인지로버 4.4 SDV8 오토바이오그래피,자동,5인승,8기통,339마력,71.4kgm,디젤,7만km,"8,399"
BMW X5 xDrive 30d,자동,,,,,디젤,10만km,"4,099"
벤츠 CLS 400 d 4매틱,자동,5인승,6기통,340마력,71.4kgm,디젤,13만km,"6,199"
